"","epi_ctry","epi_subj","epi_demo_sex","epi_demo_age","epi_demo_edu","epi_demo_edu_8_TEXT","epi_demo_occ","epi_demo_pocc","epi_demo_ethn","epi_demo_chn_howl","epi_demo_vut_whis","epi_demo_whli","epi_demo_howl","epi_demo_thl_ses","epi_demo_rlgn","epi_demo_prel","epi_demo_chur","epi_demo_ubru","epi_demo_ses_num","epi_demo_ses_cat","epi_demo_howr_cat","epi_demo_howr_num","epi_demo_affr_num","epi_demo_tung_num","epi_demo_ytng_num","epi_demo_affr_cat","epi_demo_tung_cat","epi_demo_ytng_cat","epi_version","epi_recr","epi_wher","epi_whoc","epi_inlang","epi_charc"
"526","Thailand",30841,"Female",45,"Bachelors degree",NA,"Government official","Stay home","Thai",NA,NA,"Lampang","Missing Data","Middle","Buddhist","Buddhist","Wat Baan Lu","Rural",0,"about the same","neither agree nor disagree",0,1,1,1,NA,NA,NA,2,"Face to face","Maharaj Nakorn Chiangmai Hospital, the local organic market, and a temple fairgrounds / marketplace.","Mui and Buu","Thai","0"
"527","Thailand",30842,"Female",37,"Bachelors degree",NA,"Contract worker","Pass away / Contract worker","Thai",NA,NA,"Chiangmai","Missing Data","Middle","Buddhist","Buddhist","Wat Pan An","Urban",0,"about the same","neither agree nor disagree",0,1,1,1,NA,NA,NA,2,"Face to face","Maharaj Nakorn Chiangmai Hospital, the local organic market, and a temple fairgrounds / marketplace.","Mui and Buu","Thai","0"
"528","Thailand",30845,"Female",66,"No HS degree",NA,"Contract worker","Pass away","Thai",NA,NA,"Chiangmai","Missing Data","Middle","Buddhist","Buddhist","Wat Pong Noi","Urban",-1,"a little poorer","neither agree nor disagree",0,1,1,1,NA,NA,NA,2,"Face to face","Maharaj Nakorn Chiangmai Hospital, the local organic market, and a temple fairgrounds / marketplace.","Mui and Buu","Thai","0"
"529","Thailand",30846,"Female",48,"No HS degree",NA,"Contract worker","Pass away","Thai",NA,NA,"Chiangmai","Missing Data","Middle","Buddhist","Buddhist","Wat Ram Poeng","Urban",-1,"a little poorer","neither agree nor disagree",0,0,0,0,NA,NA,NA,2,"Face to face","Maharaj Nakorn Chiangmai Hospital, the local organic market, and a temple fairgrounds / marketplace.","Mui and Buu","Thai","0"
"530","Thailand",30829,"Female",35,"Bachelors degree",NA,"Contract worker","Farmer","Thai",NA,NA,"Udon Thani","8","Middle","Christian","Buddhist","Hope Church, San Sai district","Rural",0,"about the same","neither agree nor disagree",0,1,1,1,NA,NA,NA,2,"Face to face and by phone on Sunday service","All Church and other Christian churches in the Area","4 church members","Thai","1"
"531","Thailand",30849,"Male",25,NA,NA,"Collecting Consumer Data","Missing Data","Thai",NA,NA,"Missing Data","12","Missing Data","Christian","Buddhist","The ALL","Urban",0,"about the same","agree",1,1,1,1,NA,NA,NA,2,"Face to face and by phone on Sunday service","All Church and other Christian churches in the Area","4 church members","Thai","1"
"532","Thailand",30850,"Female",21,NA,NA,"Student","Private business","Thai",NA,NA,"Missing Data","4","Missing Data","Christian","Buddhist","The ALL","Rural",0,"about the same","agree",1,1,1,1,NA,NA,NA,2,"Face to face and by phone on Sunday service","All Church and other Christian churches in the Area","4 church members","Thai","1"
"533","Thailand",30853,"Male",20,NA,NA,"office worker @ CP All","Missing Data","Thai",NA,NA,"Missing Data","1","Missing Data","Christian","Buddhist","The All Church","Urban",0,"about the same","neither agree nor disagree",0,1,1,1,NA,NA,NA,2,"Face to face and by phone on Sunday service","All Church and other Christian churches in the Area","4 church members","Thai","1"
"534","Thailand",30854,"Female",20,NA,NA,"Student","Missing Data","Thai",NA,NA,"Missing Data","3","Missing Data","Christian","Buddhist","The ALL","Rural",0,"about the same","neither agree nor disagree",0,1,1,1,NA,NA,NA,2,"Face to face and by phone on Sunday service","All Church and other Christian churches in the Area","4 church members","Thai","1"
"535","Thailand",30857,"Female",22,NA,NA,"Student","Businessman","Thai",NA,NA,"Missing Data","4","Missing Data","Christian","Buddhist","The ALL","Urban",0,"about the same","neither agree nor disagree",0,1,1,1,NA,NA,NA,2,"Face to face and by phone on Sunday service","All Church and other Christian churches in the Area","4 church members","Thai","1"
"536","Thailand",30858,"Female",28,NA,NA,"Program assistant at University Study Abroad Consortium","Missing Data","Thai",NA,NA,"Missing Data","16","Missing Data","Christian","Christian","Nexus","Rural",0,"about the same","neither agree nor disagree",0,1,1,1,NA,NA,NA,2,"Face to face and by phone on Sunday service","All Church and other Christian churches in the Area","4 church members","Thai","1"
"537","Thailand",30861,"Female",23,NA,NA,"Student","Missing Data","Thai",NA,NA,"Missing Data","Missing Data","Missing Data","Christian","Christian","Thai Vieang (Chiang Rai)","Rural",0,"about the same","neither agree nor disagree",0,1,1,1,NA,NA,NA,2,"Face to face and by phone on Sunday service","All Church and other Christian churches in the Area","4 church members","Thai","1"
"538","Thailand",30862,"Male",23,NA,NA,"Musician","Agricultural","Thai",NA,NA,"Missing Data","Missing Data","Missing Data","Christian","Christian","Changing a lot","Rural",0,"about the same","neither agree nor disagree",0,1,1,1,NA,NA,NA,2,"Face to face and by phone on Sunday service","All Church and other Christian churches in the Area","4 church members","Thai","1"
"539","Thailand",30865,"Female",21,NA,NA,"[Not translated]","[Not translated]","Thai",NA,NA,"Missing Data","Missing Data","[Not translated]","Christian","Missing Data","The ALL Church","Rural",0,"about the same","disagree",-1,1,1,1,NA,NA,NA,2,"Face to face and by phone on Sunday service","All Church and other Christian churches in the Area","4 church members","Thai","1"
"540","Thailand",30866,"Male",27,NA,NA,"[Not translated]","[Not translated]","Thai",NA,NA,"Missing Data","Missing Data","[Not translated]","Christian","Missing Data","The ALL Church","Urban",1,"a little richer","disagree",-1,1,1,1,NA,NA,NA,2,"Face to face and by phone on Sunday service","All Church and other Christian churches in the Area","4 church members","Thai","1"
"541","Thailand",30869,"Male",24,NA,NA,"Business administration","Government","Thai",NA,NA,"Missing Data","5","[Not translated]","Christian","Buddhist","The ALL Church","Urban",0,"about the same","disagree",-1,1,1,1,NA,NA,NA,2,"Face to face and by phone on Sunday service","All Church and other Christian churches in the Area","4 church members","Thai","1"
"542","Thailand",30870,"Female",23,NA,NA,"Business administration","Radio 0.5","Thai",NA,NA,"Missing Data","4","[Not translated]","Christian","Buddhist","The ALL BKK","Urban",0,"about the same","disagree",-1,1,1,1,NA,NA,NA,2,"Face to face and by phone on Sunday service","All Church and other Christian churches in the Area","4 church members","Thai","1"
"543","Thailand",30873,"Female",21,NA,NA,"Student","Agriculture","Thai",NA,NA,"Missing Data","2","Missing Data","Christian","Christian","The ALL","Rural",0,"about the same","neither agree nor disagree",0,1,1,1,NA,NA,NA,2,"Face to face and by phone on Sunday service","All Church and other Christian churches in the Area","4 church members","Thai","1"
"544","Thailand",30874,"Male",35,NA,NA,"Chef","Missing Data","Thai",NA,NA,"Missing Data","18","Missing Data","Buddhist","Buddhist","The ALL","Urban",2,"much richer","neither agree nor disagree",0,1,1,1,NA,NA,NA,2,"Face to face and by phone on Sunday service","All Church and other Christian churches in the Area","4 church members","Thai","1"
"545","Thailand",30791,"Male",28,NA,NA,"Architect","owner","Thai",NA,NA,"mdata","mdata","middle class","Buddhist","mdata","mdata","Urban",0,"about the same","strongly disagree",-2,1,1,1,NA,NA,NA,2,"Face to face","Maharaj Nakorn Chiangmai Hospital, the local organic market, and a temple fairgrounds / marketplace","Mui and Buu","Thai","0"
"546","Thailand",30792,"Female",24,NA,NA,"officer","officer","Thai",NA,NA,"mdata","mdata","middle class","Buddhist","Buddhist","none, offer food to monks on holy days","Urban",0,"about the same","neither agree nor disagree",0,1,1,1,NA,NA,NA,2,"Face to face","Maharaj Nakorn Chiangmai Hospital, the local organic market, and a temple fairgrounds / marketplace","Mui and Buu","Thai","0"
"547","Thailand",30795,"Female",55,NA,NA,"farmer","farmer","Thai",NA,NA,"Chiangmai","mdata","middle","Buddhist","Buddhist","Wat Pa Tueng","Rural",-1,"a little poorer","agree",1,1,1,1,NA,NA,NA,2,"Face to face","Maharaj Nakorn Chiangmai Hospital, the local organic market, and a temple fairgrounds / marketplace","Mui and Buu","Thai","0"
"548","Thailand",30796,"Male",23,NA,NA,"unemployed","farmer","Thai",NA,NA,"Chiangmai","5","middle","Buddhist","Buddhist","make merit at the beginning of the Buddhist lent","Rural",0,"about the same","strongly disagree",-2,1,1,1,NA,NA,NA,2,"Face to face","Maharaj Nakorn Chiangmai Hospital, the local organic market, and a temple fairgrounds / marketplace","Mui and Buu","Thai","0"
"549","Thailand",30799,"Male",23,NA,NA,"owner","Mom: Accounting officer, Dad: lawyer","Thai",NA,NA,"Chiangmai","mdata","Middle","Buddhist","Buddhist","mdata","Urban",0,"about the same","disagree",-1,1,1,1,NA,NA,NA,2,"Face to face","Maharaj Nakorn Chiangmai Hospital, the local organic market, and a temple fairgrounds / marketplace","Mui and Buu","Thai","0"
"550","Thailand",30800,"Male",25,NA,NA,"Engineer","Teacher","Thai",NA,NA,"mdata","Chiangmai","middle","Buddhist","Buddhist","neighborhood temple / holy day","Rural",1,"a little richer","disagree",-1,1,1,1,NA,NA,NA,2,"Face to face","Maharaj Nakorn Chiangmai Hospital, the local organic market, and a temple fairgrounds / marketplace","Mui and Buu","Thai","0"
"551","Thailand",30803,"Female",35,NA,NA,"Housewife","Vendor","Thai",NA,NA,"Chiangmai","20","middle","Buddhist","Buddhist","Wat chai mongkol","Rural",NA,NA,"neither agree nor disagree",0,0,0,0,NA,NA,NA,2,"Face to face","Maharaj Nakorn Chiangmai Hospital, the local organic market, and a temple fairgrounds / marketplace","Mui and Buu","Thai","0"
"552","Thailand",30804,"Male",37,"Bachelors degree",NA,"Vendor","Housewife","Thai",NA,NA,"Chiangmai","4","middle","Buddhist","Buddhist","Wat Pongnoi, Umong temple","Urban",-1,"a little poorer","neither agree nor disagree",0,1,1,1,NA,NA,NA,2,"Face to face","Maharaj Nakorn Chiangmai Hospital, the local organic market, and a temple fairgrounds / marketplace","Mui and Buu","Thai","0"
"553","Thailand",30807,"Female",31,NA,NA,"Vendor","farmer","Thai",NA,NA,"Chiangmai","mdata","middle","Buddhist","Buddhist","Wat San Kang pla","Rural",0,"about the same","neither agree nor disagree",0,1,1,1,NA,NA,NA,2,"Face to face","Maharaj Nakorn Chiangmai Hospital, the local organic market, and a temple fairgrounds / marketplace","Mui and Buu","Thai","0"
"554","Thailand",30808,"Male",21,NA,NA,"student","farmer","Thai",NA,NA,"Chiangmai","mdata","middle -> high","Buddhist","Buddhist","Wat chai mongkol","Rural",0,"about the same","strongly disagree",-2,1,1,1,NA,NA,NA,2,"Face to face","Maharaj Nakorn Chiangmai Hospital, the local organic market, and a temple fairgrounds / marketplace","Mui and Buu","Thai","0"
"555","Thailand",30811,"Female",55,NA,NA,"for hire","Farmer","Thai",NA,NA,"Chiangmai","mdata","Middle","Buddhist","Buddhist","Wat Nong Hoy","Urban",0,"about the same","neither agree nor disagree",0,1,1,1,NA,NA,NA,2,"Face to face","Maharaj Nakorn Chiangmai Hospital, the local organic market, and a temple fairgrounds / marketplace","Mui and Buu","Thai","0"
"556","Thailand",30812,"Female",40,NA,NA,"government official (retired)","Mom: maid, Father: teacher","Thai",NA,NA,"Chiangmai","mdata","Middle","Buddhist","Buddhist","neighborhood temple","Urban",0,"about the same","neither agree nor disagree",0,1,1,1,NA,NA,NA,2,"Face to face","Maharaj Nakorn Chiangmai Hospital, the local organic market, and a temple fairgrounds / marketplace","Mui and Buu","Thai","0"
"557","Thailand",30815,"Female",46,NA,NA,"employed","passed away","Thai",NA,NA,"Chiangmai","mdata","Middle","Buddhist","Buddhist","neighborhood temple","Rural",0,"about the same","neither agree nor disagree",0,1,1,1,NA,NA,NA,2,"Face to face","Maharaj Nakorn Chiangmai Hospital, the local organic market, and a temple fairgrounds / marketplace","Mui and Buu","Thai","0"
"558","Thailand",30816,"Female",64,NA,NA,"Housewife","passed away","Thai",NA,NA,"Chiangmai","mdata","Middle -> high","Buddhist","Buddhist","Umong temple","Urban",-1,"a little poorer","neither agree nor disagree",0,0,0,0,NA,NA,NA,2,"Face to face","Maharaj Nakorn Chiangmai Hospital, the local organic market, and a temple fairgrounds / marketplace","Mui and Buu","Thai","0"
"559","Thailand",30819,"Male",50,NA,NA,"general contractor","Mom: housewife, Dad: passed away","Thai",NA,NA,"Chiangmai","15","middle","Buddhist","Buddhist","Korat, Wat Pa Am Pan (forest temple)","Rural",0,"about the same","neither agree nor disagree",0,1,1,1,NA,NA,NA,2,"Face to face","Maharaj Nakorn Chiangmai Hospital, the local organic market, and a temple fairgrounds / marketplace","Mui and Buu","Thai","0"
"560","Thailand",30820,"Male",50,NA,NA,"trash keeper (sell recycle materials)","Passed away","Thai",NA,NA,"Ratburi hometown / Germany?","mdata","poor, homeless","Buddhist","Buddhist","mdata","Rural",0,"about the same","disagree",-1,0,0,0,NA,NA,NA,2,"Face to face","Maharaj Nakorn Chiangmai Hospital, the local organic market, and a temple fairgrounds / marketplace","Mui and Buu","Thai","0"
"561","Thailand",30823,"Female",30,NA,NA,"Housewife","Housewife","Thai",NA,NA,"Chiangmai","mdata","low-middle","Buddhist","Buddhist","mdata","Rural",0,"about the same","disagree",-1,0,0,0,NA,NA,NA,2,"Face to face","Maharaj Nakorn Chiangmai Hospital, the local organic market, and a temple fairgrounds / marketplace","Mui and Buu","Thai","0"
"562","Thailand",30824,"Female",40,NA,NA,"municipal officer","passed away","Thai",NA,NA,"Chiangmai","13","middle","Buddhist","Buddhist","offer food to monks in the morning / go to Wat Montian","Rural",-1,"a little poorer","neither agree nor disagree",0,0,0,0,NA,NA,NA,2,"Face to face","Maharaj Nakorn Chiangmai Hospital, the local organic market, and a temple fairgrounds / marketplace","Mui and Buu","Thai","0"
"563","Thailand",30827,"Female",27,NA,NA,"for hire (volunteer)","NGOs (farmer)","Thai",NA,NA,"Chiangmai","mdata","middle","Buddhist","Buddhist","Wat Ram Poeng / Wat Umong once a month","Rural",0,"about the same","disagree",-1,1,1,1,NA,NA,NA,2,"Face to face","Maharaj Nakorn Chiangmai Hospital, the local organic market, and a temple fairgrounds / marketplace","Mui and Buu","Thai","0"
"564","Thailand",30828,"Female",32,"Other graduate degree",NA,"Teacher","housewife","Thai",NA,NA,"mdata","mdata","middle","Buddhist","Buddhist","Wat Mokkha Wanaram","Urban",0,"about the same","neither agree nor disagree",0,1,1,1,NA,NA,NA,2,"Face to face","Maharaj Nakorn Chiangmai Hospital, the local organic market, and a temple fairgrounds / marketplace","Mui and Buu","Thai","0"
"565","Thailand",30831,"Male",57,NA,NA,"farmer","farmer","Thai",NA,NA,"Lamphun","mdata","Middle","Buddhist","Buddhist","Wat Pa Teung","Rural",0,"about the same","neither agree nor disagree",0,1,1,1,NA,NA,NA,2,"Face to face","Maharaj Nakorn Chiangmai Hospital, the local organic market, and a temple fairgrounds / marketplace","Mui and Buu","Thai","0"
"566","Thailand",30832,"Male",34,NA,NA,"contract worker","farmer","Thai",NA,NA,"Lamphun","mdata","Middle","Buddhist","Buddhist","neighborhood temple","Rural",-1,"a little poorer","disagree",-1,1,1,1,NA,NA,NA,2,"Face to face","Maharaj Nakorn Chiangmai Hospital, the local organic market, and a temple fairgrounds / marketplace","Mui and Buu","Thai","0"
"567","Thailand",30835,"Male",35,"Masters degree",NA,"researcher","seller","Thai",NA,NA,"Chiangmai","20","Middle","Buddhist","Buddhist","mdata","Urban",0,"about the same","disagree",-1,1,1,1,NA,NA,NA,2,"Face to face","Maharaj Nakorn Chiangmai Hospital, the local organic market, and a temple fairgrounds / marketplace","Mui and Buu","Thai","0"
"568","Thailand",30836,"Female",32,"Masters degree",NA,"research assistant","seller / farmer","Thai",NA,NA,"Chiangmai","mdata","Middle","Buddhist","Buddhist","Wat Pong Yang","Rural",0,"about the same","neither agree nor disagree",0,1,1,1,NA,NA,NA,2,"Face to face","Maharaj Nakorn Chiangmai Hospital, the local organic market, and a temple fairgrounds / marketplace","Mui and Buu","Thai","0"
"569","Thailand",30839,"Female",30,"Bachelors degree",NA,"contract worker","farmer","Thai",NA,NA,"Phayao","mdata","Middle","Buddhist","Buddhist","mdata","Rural",0,"about the same","neither agree nor disagree",0,1,1,1,NA,NA,NA,2,"Face to face","Maharaj Nakorn Chiangmai Hospital, the local organic market, and a temple fairgrounds / marketplace","Mui and Buu","Thai","0"
"570","Thailand",30840,"Female",40,"Bachelors degree",NA,"housewife","government official","Thai",NA,NA,"Chiangmai","mdata","Middle","Buddhist","Buddhist","Wat San Pa Liang","Urban",0,"about the same","neither agree nor disagree",0,1,1,1,NA,NA,NA,2,"Face to face","Maharaj Nakorn Chiangmai Hospital, the local organic market, and a temple fairgrounds / marketplace","Mui and Buu","Thai","0"
"571","Thailand",30843,"Female",59,NA,NA,"contract worker","pass away","Thai",NA,NA,"Chiangmai","mdata","Middle","Buddhist","Buddhist","Wat Ram Peong","Urban",-1,"a little poorer","neither agree nor disagree",0,1,1,1,NA,NA,NA,2,"Face to face","Maharaj Nakorn Chiangmai Hospital, the local organic market, and a temple fairgrounds / marketplace","Mui and Buu","Thai","0"
"572","Thailand",30844,"Female",61,NA,NA,"contract worker","pass away","Thai",NA,NA,"Chiangmai","mdata","Middle","Buddhist","Buddhist","Wat Pong Noi","Urban",-1,"a little poorer",NA,NA,1,1,1,NA,NA,NA,2,"Face to face","Maharaj Nakorn Chiangmai Hospital, the local organic market, and a temple fairgrounds / marketplace","Mui and Buu","Thai","0"
"573","Thailand",30847,"Female",25,"Vocational school",NA,"contract worker","pass away","Thai",NA,NA,"Chiangmai","mdata","Middle","Buddhist","Buddhist","Wat Ram Poeng","Urban",-1,"a little poorer","disagree",-1,0,0,0,NA,NA,NA,2,"Face to face","Maharaj Nakorn Chiangmai Hospital, the local organic market, and a temple fairgrounds / marketplace","Mui and Buu","Thai","0"
"574","Thailand",30848,"Female",20,NA,NA,"seller","seller","Thai",NA,NA,"mdata","17","M","Christian","Christian","The All Church","Urban",0,"about the same","disagree",-1,1,1,1,NA,NA,NA,2,"Face to face and by phone on Sunday service","All Church and other Christian churches in the Area","4 church members","Thai","1"
"575","Thailand",30851,"Male",51,NA,NA,"dealer of children's 10 yr","soldier, gov't worker","Thai",NA,NA,"mdata","20","M","Christian","Buddhist","The All, not every week","Urban",0,"about the same","neither agree nor disagree",0,1,1,1,NA,NA,NA,2,"Face to face and by phone on Sunday service","All Church and other Christian churches in the Area","4 church members","Thai","1"
"576","Thailand",30852,"Female",18,NA,NA,"student","business owner","Thai",NA,NA,"mdata","15","M","The All","Christian","Christian","Rural",1,"a little richer","agree",1,1,1,1,NA,NA,NA,2,"Face to face and by phone on Sunday service","All Church and other Christian churches in the Area","4 church members","Thai","1"
"577","Thailand",30855,"Male",22,NA,NA,"student","mdata","Thai",NA,NA,"mdata","4","mdata","Christian","Buddhist","Chiang Mai harvest church","Rural",0,"about the same","neither agree nor disagree",0,1,1,1,NA,NA,NA,2,"Face to face and by phone on Sunday service","All Church and other Christian churches in the Area","4 church members","Thai","1"
"578","Thailand",30856,"Female",37,NA,NA,"officer","maid / home workers","Thai",NA,NA,"mdata","4.5","mdata","Christian","Buddhist","The All","Urban",0,"about the same","disagree",-1,1,1,1,NA,NA,NA,2,"Face to face and by phone on Sunday service","All Church and other Christian churches in the Area","4 church members","Thai","1"
"579","Thailand",30859,"Female",23,NA,NA,"students","officer","Thai",NA,NA,"mdata","4","middle C.","Christian","Buddhist","The All BKK","Urban",0,"about the same","disagree",-1,1,1,1,NA,NA,NA,2,"Face to face and by phone on Sunday service","All Church and other Christian churches in the Area","4 church members","Thai","1"
"580","Thailand",30860,"Male",28,NA,NA,"Musician","Agricultural","Thai",NA,NA,"Chiangmai","28","mdata","Christian","Christian","church of love, Chiangmai","Rural",0,"about the same","neither agree nor disagree",0,1,1,1,NA,NA,NA,2,"Face to face and by phone on Sunday service","All Church and other Christian churches in the Area","4 church members","Thai","1"
"581","Thailand",30863,"Male",23,NA,NA,"service","odd job","Thai",NA,NA,"mdata","mdata","mdata","Christian","Christian","Changing all the time","Rural",0,"about the same","neither agree nor disagree",0,1,1,1,NA,NA,NA,2,"Face to face and by phone on Sunday service","All Church and other Christian churches in the Area","4 church members","Thai","1"
"582","Thailand",30864,"Male",25,NA,NA,"musician","odd job","Thai",NA,NA,"mdata","mdata","M.","Christian","mdata","The All Church","Urban",0,"about the same","agree",1,1,1,1,NA,NA,NA,2,"Face to face and by phone on Sunday service","All Church and other Christian churches in the Area","4 church members","Thai","1"
"583","Thailand",30867,"Male",25,NA,NA,"student","odd job","Thai",NA,NA,"mdata","4","middle","Christian","Buddhist","The All Church","Urban",-2,"much poorer","disagree",-1,0,0,0,NA,NA,NA,2,"Face to face and by phone on Sunday service","All Church and other Christian churches in the Area","4 church members","Thai","1"
"584","Thailand",30868,"Male",23,NA,NA,"student","seller","Thai",NA,NA,"mdata","1.5","middle","Christian","Buddhist","The All Church","Urban",0,"about the same","strongly disagree",-2,1,1,1,NA,NA,NA,2,"Face to face and by phone on Sunday service","All Church and other Christian churches in the Area","4 church members","Thai","1"
"585","Thailand",30871,"Female",46,NA,NA,"seller/business owner","gov't officer","Thai",NA,NA,"mdata","mdata","mdata","Christian","Buddhist","Chiang Khong","Urban",1,"a little richer","neither agree nor disagree",0,1,1,1,NA,NA,NA,2,"Face to face and by phone on Sunday service","All Church and other Christian churches in the Area","4 church members","Thai","1"
"586","Thailand",30872,"Female",14,NA,NA,"mdata","mdata","mdata",NA,NA,"mdata","3","mdata","Buddhist (interviewed @ church)","Buddhist","The All","Rural",-1,"a little poorer","disagree",-1,0,0,0,NA,NA,NA,2,"Face to face and by phone on Sunday service","All Church and other Christian churches in the Area","4 church members","Thai","1"
"587","Thailand",30875,"Male",36,NA,NA,"chat","agriculture","Thai",NA,NA,"mdata","mdata","mdata","The All","Buddhist","Buddhist","Rural",0,"about the same","disagree",-1,1,1,1,NA,NA,NA,2,"Face to face and by phone on Sunday service","All Church and other Christian churches in the Area","4 church members","Thai","1"
"588","Thailand",30876,"Female",17,NA,NA,"student","business owner","not trans",NA,NA,"not trans","not trans","M","Christian","Christian","The All","Urban",0,"about the same","neither agree nor disagree",0,1,1,1,NA,NA,NA,2,"Face to face and by phone on Sunday service","All Church and other Christian churches in the Area","4 church members","Thai","1"
"589","Thailand",30889,"Female",64,"No HS degree",NA,"Farmer","Passed away","Thai",NA,NA,"Chiangmai","Missing Data","Middle","Buddhist","Buddhist","Wat Suk Wiwekaram","Rural",0,"about the same","neither agree nor disagree",0,1,1,1,NA,NA,NA,2,"Face to face","Maharaj Nakorn Chiangmai Hospital, the local organic market, and a temple fairgrounds / marketplace.","Mui and Buu","Thai","0"
"590","Thailand",30890,"Female",59,"No HS degree",NA,"Farmer","Seller","Thai",NA,NA,"Chinagmai","Missing Data","Middle","Buddhist","Buddhist","Wat Fang Min","Rural",0,"about the same","neither agree nor disagree",0,1,1,1,NA,NA,NA,2,"Face to face","Maharaj Nakorn Chiangmai Hospital, the local organic market, and a temple fairgrounds / marketplace.","Mui and Buu","Thai","0"
"591","Thailand",30893,"Male",36,"No HS degree",NA,"Farmer","Farmer","Thai",NA,NA,"Chiangmai","Missing Data","Middle","Buddhist","Buddhist","Neighborhood temple","Rural",0,"about the same","neither agree nor disagree",0,1,1,1,NA,NA,NA,2,"Face to face","Maharaj Nakorn Chiangmai Hospital, the local organic market, and a temple fairgrounds / marketplace.","Mui and Buu","Thai","0"
"592","Thailand",30894,"Female",32,"No HS degree",NA,"Seller","Farmer","Thai",NA,NA,"Chiangmai","Missing Data","Middle","Buddhist","Buddhist","Wat Baan Don Jiang","Rural",0,"about the same","neither agree nor disagree",0,1,1,1,NA,NA,NA,2,"Face to face","Maharaj Nakorn Chiangmai Hospital, the local organic market, and a temple fairgrounds / marketplace.","Mui and Buu","Thai","0"
"593","Thailand",30897,"Male",32,"Bachelors degree",NA,"Self-employed","Farmer","Thai",NA,NA,"Missing Data","7","Middle","Buddhist","Buddhist","Missing Data","Rural",0,"about the same","disagree",-1,1,1,1,NA,NA,NA,2,"Face to face","Maharaj Nakorn Chiangmai Hospital, the local organic market, and a temple fairgrounds / marketplace.","Mui and Buu","Thai","0"
"594","Thailand",30898,"Female",45,"Bachelors degree",NA,"Laundry woman","Stay home","Thai",NA,NA,"Chiangmai","Missing Data","Middle","Buddhist, Christian (After marry, sometimes go to church w/ husband on Sunday, he is Christian, but i did not change my religion)","Buddhist","Wat Umong","Urban",0,"about the same","neither agree nor disagree",0,1,1,1,NA,NA,NA,2,"Face to face","Maharaj Nakorn Chiangmai Hospital, the local organic market, and a temple fairgrounds / marketplace.","Mui and Buu","Thai","0"
"595","Thailand",30901,"Female",28,"Bachelors degree",NA,"Employee","Contract worker","Thai",NA,NA,"Chon Buri","Missing Data","Middle","Buddhist","Buddhist","Missing Data","Urban",0,"about the same","disagree",-1,0,0,0,NA,NA,NA,2,"Face to face","Maharaj Nakorn Chiangmai Hospital, the local organic market, and a temple fairgrounds / marketplace.","Mui and Buu","Thai","0"
"596","Thailand",30902,"Female",35,NA,NA,"Casual worker","Mom: Nurse","Thai",NA,NA,"Bangkok","Missing Data","Middle","Buddhist","Buddhist","Forest temples","Urban",1,"a little richer","agree",1,1,1,1,NA,NA,NA,2,"Face to face","Maharaj Nakorn Chiangmai Hospital, the local organic market, and a temple fairgrounds / marketplace.","Mui and Buu","Thai","0"
"597","Thailand",30891,"Male",62,NA,NA,"farmer","pass away","Thai",NA,NA,"Chiangmai","mdata","Middle","Buddhist","Buddhist","Wat Fang Min, branch of Wat Pa Dara pirom","Rural",0,"about the same","agree",1,1,1,1,NA,NA,NA,2,"Face to face","Maharaj Nakorn Chiangmai Hospital, the local organic market, and a temple fairgrounds / marketplace","Mui and Buu","Thai","0"
"598","Thailand",30892,"Female",53,NA,NA,"farmer","pass away","Thai",NA,NA,"Chiangmai","mdata","Middle","Buddhist","Buddhist","Wat Don Jiang","Rural",0,"about the same","neither agree nor disagree",0,1,1,1,NA,NA,NA,2,"Face to face","Maharaj Nakorn Chiangmai Hospital, the local organic market, and a temple fairgrounds / marketplace","Mui and Buu","Thai","0"
"599","Thailand",30895,"Male",55,NA,NA,"salesman","farmer","Thai",NA,NA,"Surin, work in Chanthaburi","mdata","Middle","Buddhist","Buddhist","temples that focus on dhamma practice & temples in forest, Wat Pha Wua, Wat Phu Thok (Bueng Kan province)","Rural",0,"about the same","neither agree nor disagree",0,1,1,1,NA,NA,NA,2,"Face to face","Maharaj Nakorn Chiangmai Hospital, the local organic market, and a temple fairgrounds / marketplace","Mui and Buu","Thai","0"
"600","Thailand",30896,"Female",34,NA,NA,"contract worker","government official","Thai",NA,NA,"Roi Et","mdata","Middle","Buddhist","Buddhist","mdata","Rural",1,"a little richer","disagree",-1,1,1,1,NA,NA,NA,2,"Face to face","Maharaj Nakorn Chiangmai Hospital, the local organic market, and a temple fairgrounds / marketplace","Mui and Buu","Thai","0"
"601","Thailand",30899,"Male",53,NA,NA,"government official","pass away","Thai",NA,NA,"Chiangmai","mdata","Middle","Buddhist","Buddhist","forest temples, dhamma practice center, simple temples - have old monks, Wat Xhru Ba Duang Dee, Wat Baan Fon","Urban",0,"about the same","neither agree nor disagree",0,1,1,1,NA,NA,NA,2,"Face to face","Maharaj Nakorn Chiangmai Hospital, the local organic market, and a temple fairgrounds / marketplace","Mui and Buu","Thai","0"
"602","Thailand",30900,"Female",27,NA,NA,"employee","employee","Thai",NA,NA,"Chenburi","mdata","Middle","Buddhist","Buddhist","Wat Khao Tang On","Urban",0,"about the same","neither agree nor disagree",0,1,1,1,NA,NA,NA,2,"Face to face","Maharaj Nakorn Chiangmai Hospital, the local organic market, and a temple fairgrounds / marketplace","Mui and Buu","Thai","0"
